,B cells,CD8+ T cells,CD4+ T cells,Tregs,NK cells,Monocytes,Macrophages M1,Macrophages M2,Dendritic cells,Neutrophils,Mast cells,Eosinophils,T helper cells,Cytotoxic cells,Immune checkpoint
TCGA-NJ-A4YP-01A,-0.4872581005514613,0.24983907363416202,-0.6219534873749188,0.19949206651318482,0.2748341982122755,-0.3831424773352976,-0.311120733380382,-0.526434988039158,-0.42183685378730534,-0.11404845084457005,0.07191125725156287,0.05868579466287242,0.11359492132581994,0.36141622303440973,-0.16735467129532902
TCGA-91-6828-01A,0.031144398588500766,0.4576687800239928,0.4809516985337841,0.28797263343263474,0.18409229468589097,0.9655455324833522,-0.282947974703309,0.732118888729269,0.6389545620517223,1.0487353967907798,-0.22961056971733743,-0.07684919351107351,0.2891416279910756,0.22178721091904702,0.47570370367886167
TCGA-MP-A4TA-01A,0.018739531901510315,0.49081767700127044,-0.5798173764543847,0.2449107568327419,0.41916646284170006,0.08208740808959102,-0.0030059550940437696,-0.3335501177186169,-0.5846468511927937,-0.615604911519953,-0.9416199029059026,-0.3932548202251203,-0.1437804054300537,0.5338605401006044,0.5355530332142714
TCGA-50-7109-01A,0.34700433922684504,0.5741194902341541,-0.09697063538320438,0.17719426220398704,0.4063350058690428,-0.13580592024656393,0.43516728448721304,-0.3613971156208929,-0.5637971519040305,-0.3881309576241743,-0.921250531800993,-0.033178385950387225,-0.15714660012155254,0.5141603413996055,0.08995459392688483
TCGA-75-7027-01A,-0.6048068233883422,-0.7361617425709097,-0.7936341010245963,-0.2501313732883668,-0.3830369743131636,-0.6752262583658494,-0.17293712193494828,-0.49748544347492246,-0.9568216204196897,-0.5952512905192903,-0.621039690334619,-0.14234713236425425,-0.7324269891968656,-0.7037019480721786,-0.6152071274630638
TCGA-55-6971-11A,-0.9894860335583722,0.0396912094572778,0.4151603379844759,-0.9750883223064809,0.08462753256284813,0.6836496749116057,0.05857839871915108,1.0554141426447543,0.37466273010916445,1.0441914211687542,1.9047829843972721,0.2819796231891938,0.4649049382722646,0.3537035717375856,-0.13706812360838147
TCGA-55-6978-01A,-0.4332151708276154,2.0479884550319083,0.7504331492792886,1.4248917180334013,1.711329128669639,1.0502746280217914,0.7977178463857403,2.049565457909908,0.6621220870016666,-0.3182379617455834,-0.020109782955032657,-0.029330363097113253,0.505320025494638,1.9664916091529414,1.7112764598137156
TCGA-44-A479-01A,1.6084486191509562,1.384082680039231,0.9191224995944614,1.0131046996437274,1.4725280509681518,0.8510308035082162,0.6560444027917852,-0.012289300391952283,0.30371824530312985,-0.26789306882056746,-1.039388595049015,0.7847984978861747,0.03750327823985677,1.106168738695178,1.038988556889388
TCGA-55-6975-01A,0.11614456629621675,-0.495707648499207,-0.33226388962219316,-0.47059131937564697,-0.5784655524477563,-0.6296861791845499,-0.2653952886992629,-0.3980109184288732,-0.6629166595859183,0.06360175820222229,-0.3900185870728701,-0.5621443986667167,-0.6930969540263172,-0.6376383047442941,-0.9165605465742028
TCGA-49-6745-11A,-1.073383611159394,0.48422835455786833,0.5193917349304209,-1.143069336091812,0.6095162278195865,0.576225436411649,-0.1854431934037716,0.347804306157781,0.3356498486879654,0.34223737300604595,1.343624088457475,-0.49065945575498954,-0.1409326408704207,0.9599685627872333,-0.03150818077562369
TCGA-69-8453-01A,0.3517994709943525,0.40276947685963677,1.1138995749117724,0.2423448570827654,-0.19324956897827703,1.4188549304115805,0.48839659023346044,1.0506810142409682,0.7933058344917832,0.5732337414479599,1.2201268536959928,-0.2040432029978839,0.24419158849964553,0.35844513681706863,0.6700487717020983
TCGA-55-8205-01A,0.48460143382208754,1.5802626129763997,0.6089097237895456,0.8084345503088602,0.5539473438962409,1.77563158933485,0.528766455176294,1.2179787571636786,0.48242198227542016,-0.044554455739979966,-0.20513269072728135,-0.012474469462277416,0.015280142209413464,1.3215127086904552,1.4720007122048875
TCGA-MP-A4TH-01A,2.193409915747658,0.437978322940525,0.9047207876325836,0.536573266477966,0.1950877508245844,-0.3261395647711934,0.5460968829074873,0.15767525498395693,0.6368864409702509,-0.4885503145970973,0.08700473744477366,-0.05219950070485173,0.9722657402343629,0.4859387503961933,0.3252377420900604
TCGA-MP-A4T8-01A,-1.0907448332802745,-1.3878179368127403,-0.682562886027806,-0.00747099753676476,-0.5736553481413171,-1.3037065718301664,-0.0689576689536484,-0.7187181452098562,-0.768760370625728,0.04681744466448425,-0.9665115700506984,-0.40584813481987264,-0.0379042704948462,-1.0964398038069698,-1.2202341234406062
TCGA-55-A4DF-01A,0.6008147629120614,0.9788553533160317,0.31558835550904213,0.4393808106970669,0.3171278577230575,0.5619592443884488,0.8950504894276987,0.21922725657440753,-0.2296970353792355,-0.6363036237177166,-0.5221261035738411,-0.22328704722751747,0.03474519746807395,0.8165692196627586,0.9784613084705226
TCGA-55-6985-11A,-0.10604524379583571,0.2536307487331276,1.0116111239128507,-0.45221639844460154,0.8435237087341564,0.8155953702967899,0.5901673030121898,0.6238148046572513,0.5911352445158409,1.0217850547208782,1.0059022498797148,0.17602920341401512,0.2816424467585609,0.6309403876149994,0.17279894524499495
TCGA-J2-A4AD-01A,-1.0450340476712103,-1.3652166673194617,-0.591891198633907,-0.8365491546663087,-0.7930526406140257,-1.364662751799048,-0.25174792924758865,-0.6322087828912047,-0.8952319926142983,-0.6291937531460012,-0.3861084932258588,0.07846383763334544,-0.1268996504217647,-1.4895149096983868,-1.3361822133150936
TCGA-55-8513-01A,0.9663740288972521,-0.6684701645148587,0.34953728823248775,-0.18564393508603586,-0.29621635848170064,0.7696513076968877,0.49744243663946225,0.6729400121841737,0.8662095937498863,0.6362478321838708,0.2920945830765815,0.5726985523926931,0.3386685732793117,-0.4235410507689538,0.3551673722628742
TCGA-86-8671-01A,2.1008844321708695,1.7953876681801115,1.829685205580007,1.5333195586780004,0.6483153862386569,1.0886651196027324,0.8508282765033824,0.719002676110015,1.1016045843012288,-0.041569584365385936,0.9132892338276376,0.43500670645077655,0.9479044989784867,1.5336959855546393,1.558096386584389
